P1,P2,Output
"('Int_Color_Generic', 'Gray')","('Int_Color_Code', 'YGN')",KPL3NAX58H7JXP6HZ
"('Int_Color_Generic', 'Gray')","('Int_Upholstery', '{feature')",KPL3NAX58H7JXP6HZ
"('Int_Color_Generic', 'Gray')","('Engine_Block_Type', 'I')",KPL3NAX58H7JXP6HZ
"('Int_Color_Generic', 'Gray')","('Engine_Description', 'Electric')",KPL3NAX58H7JXP6HZ
"('Int_Color_Generic', 'Gray')","('Transmission_Speed', 1.0)",KPL3NAX58H7JXP6HZ
"('Int_Color_Generic', 'Gray')","('Transmission_Description', '1-Speed Automatic')",KPL3NAX58H7JXP6HZ
"('Int_Color_Generic', 'Gray')","('Drivetrain', 'AWD')",KPL3NAX58H7JXP6HZ
"('Int_Color_Generic', 'Gray')","('Fuel_Type', 'Electric Fuel System')",KPL3NAX58H7JXP6HZ
"('Int_Color_Generic', 'Gray')","('EPAClassification', 'Large Cars')",KPL3NAX58H7JXP6HZ
"('Int_Color_Generic', 'Gray')","('Wheelbase_Code', 118.1)",KPL3NAX58H7JXP6HZ
"('Int_Color_Generic', 'Gray')","('Internet_Price', 0)",KPL3NAX58H7JXP6HZ
"('Int_Color_Generic', 'Gray')","('MarketClass', '4-door Large Passenger Car')",KPL3NAX58H7JXP6HZ
"('Int_Color_Generic', 'Gray')","('PassengerCapacity', 5)",KPL3NAX58H7JXP6HZ
"('Int_Color_Generic', 'Gray')","('ExtColorHexCode', '0')",KPL3NAX58H7JXP6HZ
"('Int_Color_Generic', 'Gray')","('EngineDisplacementCubicInches', 0)",KPL3NAX58H7JXP6HZ
"('Int_Color_Code', 'YGN')","('Int_Upholstery', '{feature')",KPL3NAX58H7JXP6HZ
"('Int_Color_Code', 'YGN')","('Engine_Block_Type', 'I')",KPL3NAX58H7JXP6HZ
"('Int_Color_Code', 'YGN')","('Engine_Description', 'Electric')",KPL3NAX58H7JXP6HZ
"('Int_Color_Code', 'YGN')","('Transmission_Speed', 1.0)",KPL3NAX58H7JXP6HZ
"('Int_Color_Code', 'YGN')","('Transmission_Description', '1-Speed Automatic')",KPL3NAX58H7JXP6HZ
"('Int_Color_Code', 'YGN')","('Drivetrain', 'AWD')",KPL3NAX58H7JXP6HZ
"('Int_Color_Code', 'YGN')","('Fuel_Type', 'Electric Fuel System')",KPL3NAX58H7JXP6HZ
"('Int_Color_Code', 'YGN')","('EPAClassification', 'Large Cars')",KPL3NAX58H7JXP6HZ
"('Int_Color_Code', 'YGN')","('Wheelbase_Code', 118.1)",KPL3NAX58H7JXP6HZ
"('Int_Color_Code', 'YGN')","('Internet_Price', 0)",KPL3NAX58H7JXP6HZ
"('Int_Color_Code', 'YGN')","('MarketClass', '4-door Large Passenger Car')",KPL3NAX58H7JXP6HZ
"('Int_Color_Code', 'YGN')","('PassengerCapacity', 5)",KPL3NAX58H7JXP6HZ
"('Int_Color_Code', 'YGN')","('ExtColorHexCode', '0')",KPL3NAX58H7JXP6HZ
"('Int_Color_Code', 'YGN')","('EngineDisplacementCubicInches', 0)",KPL3NAX58H7JXP6HZ
"('Int_Upholstery', '{feature')","('Engine_Block_Type', 'I')",KPL3NAX58H7JXP6HZ
"('Int_Upholstery', '{feature')","('Engine_Description', 'Electric')",KPL3NAX58H7JXP6HZ
"('Int_Upholstery', '{feature')","('Transmission_Speed', 1.0)",KPL3NAX58H7JXP6HZ
"('Int_Upholstery', '{feature')","('Transmission_Description', '1-Speed Automatic')",KPL3NAX58H7JXP6HZ
"('Int_Upholstery', '{feature')","('Drivetrain', 'AWD')",KPL3NAX58H7JXP6HZ
"('Int_Upholstery', '{feature')","('Fuel_Type', 'Electric Fuel System')",KPL3NAX58H7JXP6HZ
"('Int_Upholstery', '{feature')","('EPAClassification', 'Large Cars')",KPL3NAX58H7JXP6HZ
"('Int_Upholstery', '{feature')","('Wheelbase_Code', 118.1)",KPL3NAX58H7JXP6HZ
"('Int_Upholstery', '{feature')","('Internet_Price', 0)",KPL3NAX58H7JXP6HZ
"('Int_Upholstery', '{feature')","('MarketClass', '4-door Large Passenger Car')",KPL3NAX58H7JXP6HZ
"('Int_Upholstery', '{feature')","('PassengerCapacity', 5)",KPL3NAX58H7JXP6HZ
"('Int_Upholstery', '{feature')","('ExtColorHexCode', '0')",KPL3NAX58H7JXP6HZ
"('Int_Upholstery', '{feature')","('EngineDisplacementCubicInches', 0)",KPL3NAX58H7JXP6HZ
"('Engine_Block_Type', 'I')","('Engine_Description', 'Electric')",KPL3NAX58H7JXP6HZ
"('Engine_Block_Type', 'I')","('Transmission_Speed', 1.0)",KPL3NAX58H7JXP6HZ
"('Engine_Block_Type', 'I')","('Transmission_Description', '1-Speed Automatic')",KPL3NAX58H7JXP6HZ
"('Engine_Block_Type', 'I')","('Drivetrain', 'AWD')",KPL3NAX58H7JXP6HZ
"('Engine_Block_Type', 'I')","('Fuel_Type', 'Electric Fuel System')",KPL3NAX58H7JXP6HZ
"('Engine_Block_Type', 'I')","('EPAClassification', 'Large Cars')",KPL3NAX58H7JXP6HZ
"('Engine_Block_Type', 'I')","('Wheelbase_Code', 118.1)",KPL3NAX58H7JXP6HZ
"('Engine_Block_Type', 'I')","('Internet_Price', 0)",KPL3NAX58H7JXP6HZ
"('Engine_Block_Type', 'I')","('MarketClass', '4-door Large Passenger Car')",KPL3NAX58H7JXP6HZ
"('Engine_Block_Type', 'I')","('PassengerCapacity', 5)",KPL3NAX58H7JXP6HZ
"('Engine_Block_Type', 'I')","('ExtColorHexCode', '0')",KPL3NAX58H7JXP6HZ
"('Engine_Block_Type', 'I')","('EngineDisplacementCubicInches', 0)",KPL3NAX58H7JXP6HZ
"('Engine_Description', 'Electric')","('Transmission_Speed', 1.0)",KPL3NAX58H7JXP6HZ
"('Engine_Description', 'Electric')","('Transmission_Description', '1-Speed Automatic')",KPL3NAX58H7JXP6HZ
"('Engine_Description', 'Electric')","('Drivetrain', 'AWD')",KPL3NAX58H7JXP6HZ
"('Engine_Description', 'Electric')","('Fuel_Type', 'Electric Fuel System')",KPL3NAX58H7JXP6HZ
"('Engine_Description', 'Electric')","('EPAClassification', 'Large Cars')",KPL3NAX58H7JXP6HZ
"('Engine_Description', 'Electric')","('Wheelbase_Code', 118.1)",KPL3NAX58H7JXP6HZ
"('Engine_Description', 'Electric')","('Internet_Price', 0)",KPL3NAX58H7JXP6HZ
"('Engine_Description', 'Electric')","('MarketClass', '4-door Large Passenger Car')",KPL3NAX58H7JXP6HZ
"('Engine_Description', 'Electric')","('PassengerCapacity', 5)",KPL3NAX58H7JXP6HZ
"('Engine_Description', 'Electric')","('ExtColorHexCode', '0')",KPL3NAX58H7JXP6HZ
"('Engine_Description', 'Electric')","('EngineDisplacementCubicInches', 0)",KPL3NAX58H7JXP6HZ
"('Transmission_Speed', 1.0)","('Transmission_Description', '1-Speed Automatic')",KPL3NAX58H7JXP6HZ
"('Transmission_Speed', 1.0)","('Drivetrain', 'AWD')",KPL3NAX58H7JXP6HZ
"('Transmission_Speed', 1.0)","('Fuel_Type', 'Electric Fuel System')",KPL3NAX58H7JXP6HZ
"('Transmission_Speed', 1.0)","('EPAClassification', 'Large Cars')",KPL3NAX58H7JXP6HZ
"('Transmission_Speed', 1.0)","('Wheelbase_Code', 118.1)",KPL3NAX58H7JXP6HZ
"('Transmission_Speed', 1.0)","('Internet_Price', 0)",KPL3NAX58H7JXP6HZ
"('Transmission_Speed', 1.0)","('MarketClass', '4-door Large Passenger Car')",KPL3NAX58H7JXP6HZ
"('Transmission_Speed', 1.0)","('PassengerCapacity', 5)",KPL3NAX58H7JXP6HZ
"('Transmission_Speed', 1.0)","('ExtColorHexCode', '0')",KPL3NAX58H7JXP6HZ
"('Transmission_Speed', 1.0)","('EngineDisplacementCubicInches', 0)",KPL3NAX58H7JXP6HZ
"('Transmission_Description', '1-Speed Automatic')","('Drivetrain', 'AWD')",KPL3NAX58H7JXP6HZ
"('Transmission_Description', '1-Speed Automatic')","('Fuel_Type', 'Electric Fuel System')",KPL3NAX58H7JXP6HZ
"('Transmission_Description', '1-Speed Automatic')","('EPAClassification', 'Large Cars')",KPL3NAX58H7JXP6HZ
"('Transmission_Description', '1-Speed Automatic')","('Wheelbase_Code', 118.1)",KPL3NAX58H7JXP6HZ
"('Transmission_Description', '1-Speed Automatic')","('Internet_Price', 0)",KPL3NAX58H7JXP6HZ
"('Transmission_Description', '1-Speed Automatic')","('MarketClass', '4-door Large Passenger Car')",KPL3NAX58H7JXP6HZ
"('Transmission_Description', '1-Speed Automatic')","('PassengerCapacity', 5)",KPL3NAX58H7JXP6HZ
"('Transmission_Description', '1-Speed Automatic')","('ExtColorHexCode', '0')",KPL3NAX58H7JXP6HZ
"('Transmission_Description', '1-Speed Automatic')","('EngineDisplacementCubicInches', 0)",KPL3NAX58H7JXP6HZ
"('Drivetrain', 'AWD')","('Fuel_Type', 'Electric Fuel System')",KPL3NAX58H7JXP6HZ
"('Drivetrain', 'AWD')","('EPAClassification', 'Large Cars')",KPL3NAX58H7JXP6HZ
"('Drivetrain', 'AWD')","('Wheelbase_Code', 118.1)",KPL3NAX58H7JXP6HZ
"('Drivetrain', 'AWD')","('Internet_Price', 0)",KPL3NAX58H7JXP6HZ
"('Drivetrain', 'AWD')","('MarketClass', '4-door Large Passenger Car')",KPL3NAX58H7JXP6HZ
"('Drivetrain', 'AWD')","('PassengerCapacity', 5)",KPL3NAX58H7JXP6HZ
"('Drivetrain', 'AWD')","('ExtColorHexCode', '0')",KPL3NAX58H7JXP6HZ
"('Drivetrain', 'AWD')","('EngineDisplacementCubicInches', 0)",KPL3NAX58H7JXP6HZ
"('Fuel_Type', 'Electric Fuel System')","('EPAClassification', 'Large Cars')",KPL3NAX58H7JXP6HZ
"('Fuel_Type', 'Electric Fuel System')","('Wheelbase_Code', 118.1)",KPL3NAX58H7JXP6HZ
"('Fuel_Type', 'Electric Fuel System')","('Internet_Price', 0)",KPL3NAX58H7JXP6HZ
"('Fuel_Type', 'Electric Fuel System')","('MarketClass', '4-door Large Passenger Car')",KPL3NAX58H7JXP6HZ
"('Fuel_Type', 'Electric Fuel System')","('PassengerCapacity', 5)",KPL3NAX58H7JXP6HZ
"('Fuel_Type', 'Electric Fuel System')","('ExtColorHexCode', '0')",KPL3NAX58H7JXP6HZ
"('Fuel_Type', 'Electric Fuel System')","('EngineDisplacementCubicInches', 0)",KPL3NAX58H7JXP6HZ
"('EPAClassification', 'Large Cars')","('Wheelbase_Code', 118.1)",KPL3NAX58H7JXP6HZ
"('EPAClassification', 'Large Cars')","('Internet_Price', 0)",KPL3NAX58H7JXP6HZ
"('EPAClassification', 'Large Cars')","('MarketClass', '4-door Large Passenger Car')",KPL3NAX58H7JXP6HZ
"('EPAClassification', 'Large Cars')","('PassengerCapacity', 5)",KPL3NAX58H7JXP6HZ
"('EPAClassification', 'Large Cars')","('ExtColorHexCode', '0')",KPL3NAX58H7JXP6HZ
"('EPAClassification', 'Large Cars')","('EngineDisplacementCubicInches', 0)",KPL3NAX58H7JXP6HZ
"('Wheelbase_Code', 118.1)","('Internet_Price', 0)",KPL3NAX58H7JXP6HZ
"('Wheelbase_Code', 118.1)","('MarketClass', '4-door Large Passenger Car')",KPL3NAX58H7JXP6HZ
"('Wheelbase_Code', 118.1)","('PassengerCapacity', 5)",KPL3NAX58H7JXP6HZ
"('Wheelbase_Code', 118.1)","('ExtColorHexCode', '0')",KPL3NAX58H7JXP6HZ
"('Wheelbase_Code', 118.1)","('EngineDisplacementCubicInches', 0)",KPL3NAX58H7JXP6HZ
"('Internet_Price', 0)","('MarketClass', '4-door Large Passenger Car')",KPL3NAX58H7JXP6HZ
"('Internet_Price', 0)","('PassengerCapacity', 5)",KPL3NAX58H7JXP6HZ
"('Internet_Price', 0)","('ExtColorHexCode', '0')",KPL3NAX58H7JXP6HZ
"('Internet_Price', 0)","('EngineDisplacementCubicInches', 0)",KPL3NAX58H7JXP6HZ
"('MarketClass', '4-door Large Passenger Car')","('PassengerCapacity', 5)",KPL3NAX58H7JXP6HZ
"('MarketClass', '4-door Large Passenger Car')","('ExtColorHexCode', '0')",KPL3NAX58H7JXP6HZ
"('MarketClass', '4-door Large Passenger Car')","('EngineDisplacementCubicInches', 0)",KPL3NAX58H7JXP6HZ
"('PassengerCapacity', 5)","('ExtColorHexCode', '0')",KPL3NAX58H7JXP6HZ
"('PassengerCapacity', 5)","('EngineDisplacementCubicInches', 0)",KPL3NAX58H7JXP6HZ
"('ExtColorHexCode', '0')","('EngineDisplacementCubicInches', 0)",KPL3NAX58H7JXP6HZ
"('Type', 'New')","('Stock', 'H254838')",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('VIN', '5CTG8SJWZC5HKDNLB')",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('Year', 2018)",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('Make', 'Honda')",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('Model', 'HR-V')",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('Body', 'Sport Utility')",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('ModelNumber', 'HOHR-VH558X')",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('Doors', 4)",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('ExteriorColor', 'Lunar Silver Metallic')",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('InteriorColor', 'Gray')",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('EngineCylinders', 4.0)",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('EngineDisplacement', '1.8 L')",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('Transmission', 'Variable')",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('Miles', 0)",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('SellingPrice', 16198)",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('MSRP', 0)",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('BookValue', 16198)",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('Invoice', 0)",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('Certified', False)",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('Options', 'Honda Satellite-Linked Navigation System,Navigation System,6 Speakers,AM/FM radio: SiriusXM,CD player,Radio data system,Radio: AM/FM/HD Audio System (180 Watts),SiriusXM Radio,Air Conditioning,Automatic temperature control,Rear window defroster,Power steering,Power windows,Remote keyless entry,Steering wheel mounted audio controls,Traction control,4-Wheel Disc Brakes,ABS brakes,Dual front impact airbags,Dual front side impact airbags,Front anti-roll bar,Front wheel independent suspension,Low tire pressure warning,Occupant sensing airbag,Overhead airbag,Rear anti-roll bar,Power moonroof,Brake assist,Electronic Stability Control,Exterior Parking Camera Rear,Front fog lights,Fully automatic headlights,Panic alarm,Security system,Speed control,Bumpers: body-color,Heated door mirrors,Power door mirrors,Roof rack: rails only,Spoiler,Turn signal indicator mirrors,Auto-dimming Rear-View mirror,Driver door bin,Driver vanity mirror,Front reading lights,Illuminated entry,Leather Shift Knob,Outside temperature display,Passenger vanity mirror,Rear seat center armrest,Tachometer,Telescoping steering wheel,Tilt steering wheel,Trip computer,Front Bucket Seats,Front Center Armrest,Heated Front Bucket Seats,Heated REAR seats,Leather Seat Trim,Split folding rear seat,Passenger door bin,Alloy wheels,Wheels: 17 Machine-Finished Alloy w/Black Insert,Rear window wiper,Variably intermittent wipers,5.436 Axle Ratio,All Wheel Drive,Power Steering,ABS,4-Wheel Disc Brakes,Brake Assist,Aluminum Wheels,Tires - Front Performance,Tires - Rear Performance,Temporary Spare Tire,Sun/Moonroof,Generic Sun/Moonroof,Heated Mirrors,Power Mirror(s),Integrated Turn Signal Mirrors,Rear Defrost,Privacy Glass,Intermittent Wipers,Variable Speed Intermittent Wipers,Rear Spoiler,Power Door Locks,Daytime Running Lights,Automatic Headlights,Fog Lamps,AM/FM Stereo,CD Player,Satellite Radio,MP3 Capability,Bluetooth Connection,Auxiliary Audio Input,HD Radio,Smart Device Integration,Requires Subscription,MP3 Capability,Steering Wheel Audio Controls,Satellite Radio,HD Radio,Requires Subscription,Bucket Seats,Heated Front Seat(s),Pass-Through Rear Seat,Rear Bench Seat,Adjustable Steering Wheel,Trip Computer,Power Windows,Leather Steering Wheel,Keyless Entry,Power Door Locks,Keyless Entry,Power Door Locks,Keyless Start,Cruise Control,Climate Control,A/C,Leather Seats,Driver Vanity Mirror,Passenger Vanity Mirror,Driver Illuminated Vanity Mirror,Passenger Illuminated Visor Mirror,Auto-Dimming Rearview Mirror,Floor Mats,Navigation System,Power Windows,Power Door Locks,Trip Computer,Security System,Immobilizer,Traction Control,Stability Control,Traction Control,Front Side Air Bag,Tire Pressure Monitor,Driver Air Bag,Passenger Air Bag,Front Head Air Bag,Rear Head Air Bag,Passenger Air Bag Sensor,Child Safety Locks,Back-Up Camera')",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('Style_Description', 'EX-L Navi AWD CVT')",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('Ext_Color_Generic', 'Silver')",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('Int_Color_Generic', 'Gray')",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('Int_Color_Code', 'GR')",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('Int_Upholstery', '{feature')",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('Engine_Block_Type', 'I')",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('Engine_Aspiration_Type', 'Sequential MPI')",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('Engine_Description', 'Regular Unleaded I-4 1.8 L/110')",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('Transmission_Speed', 1.0)",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('Transmission_Description', '1-Speed CVT w/OD')",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('Drivetrain', 'AWD')",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('Fuel_Type', 'Gasoline Fuel')",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('CityMPG', 27.0)",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('HighwayMPG', 31.0)",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('EPAClassification', 'Small Station Wagons')",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('Wheelbase_Code', 102.8)",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('Internet_Price', 0)",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('MarketClass', 'Small Wagon')",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('PassengerCapacity', 5)",5CTG8SJWZC5HKDNLB
"('Type', 'New')","('EngineDisplacementCubicInches', 110)",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('VIN', '5CTG8SJWZC5HKDNLB')",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('Year', 2018)",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('Make', 'Honda')",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('Model', 'HR-V')",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('Body', 'Sport Utility')",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('ModelNumber', 'HOHR-VH558X')",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('Doors', 4)",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('ExteriorColor', 'Lunar Silver Metallic')",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('InteriorColor', 'Gray')",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('EngineCylinders', 4.0)",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('EngineDisplacement', '1.8 L')",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('Transmission', 'Variable')",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('Miles', 0)",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('SellingPrice', 16198)",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('MSRP', 0)",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('BookValue', 16198)",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('Invoice', 0)",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('Certified', False)",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('Options', 'Honda Satellite-Linked Navigation System,Navigation System,6 Speakers,AM/FM radio: SiriusXM,CD player,Radio data system,Radio: AM/FM/HD Audio System (180 Watts),SiriusXM Radio,Air Conditioning,Automatic temperature control,Rear window defroster,Power steering,Power windows,Remote keyless entry,Steering wheel mounted audio controls,Traction control,4-Wheel Disc Brakes,ABS brakes,Dual front impact airbags,Dual front side impact airbags,Front anti-roll bar,Front wheel independent suspension,Low tire pressure warning,Occupant sensing airbag,Overhead airbag,Rear anti-roll bar,Power moonroof,Brake assist,Electronic Stability Control,Exterior Parking Camera Rear,Front fog lights,Fully automatic headlights,Panic alarm,Security system,Speed control,Bumpers: body-color,Heated door mirrors,Power door mirrors,Roof rack: rails only,Spoiler,Turn signal indicator mirrors,Auto-dimming Rear-View mirror,Driver door bin,Driver vanity mirror,Front reading lights,Illuminated entry,Leather Shift Knob,Outside temperature display,Passenger vanity mirror,Rear seat center armrest,Tachometer,Telescoping steering wheel,Tilt steering wheel,Trip computer,Front Bucket Seats,Front Center Armrest,Heated Front Bucket Seats,Heated REAR seats,Leather Seat Trim,Split folding rear seat,Passenger door bin,Alloy wheels,Wheels: 17 Machine-Finished Alloy w/Black Insert,Rear window wiper,Variably intermittent wipers,5.436 Axle Ratio,All Wheel Drive,Power Steering,ABS,4-Wheel Disc Brakes,Brake Assist,Aluminum Wheels,Tires - Front Performance,Tires - Rear Performance,Temporary Spare Tire,Sun/Moonroof,Generic Sun/Moonroof,Heated Mirrors,Power Mirror(s),Integrated Turn Signal Mirrors,Rear Defrost,Privacy Glass,Intermittent Wipers,Variable Speed Intermittent Wipers,Rear Spoiler,Power Door Locks,Daytime Running Lights,Automatic Headlights,Fog Lamps,AM/FM Stereo,CD Player,Satellite Radio,MP3 Capability,Bluetooth Connection,Auxiliary Audio Input,HD Radio,Smart Device Integration,Requires Subscription,MP3 Capability,Steering Wheel Audio Controls,Satellite Radio,HD Radio,Requires Subscription,Bucket Seats,Heated Front Seat(s),Pass-Through Rear Seat,Rear Bench Seat,Adjustable Steering Wheel,Trip Computer,Power Windows,Leather Steering Wheel,Keyless Entry,Power Door Locks,Keyless Entry,Power Door Locks,Keyless Start,Cruise Control,Climate Control,A/C,Leather Seats,Driver Vanity Mirror,Passenger Vanity Mirror,Driver Illuminated Vanity Mirror,Passenger Illuminated Visor Mirror,Auto-Dimming Rearview Mirror,Floor Mats,Navigation System,Power Windows,Power Door Locks,Trip Computer,Security System,Immobilizer,Traction Control,Stability Control,Traction Control,Front Side Air Bag,Tire Pressure Monitor,Driver Air Bag,Passenger Air Bag,Front Head Air Bag,Rear Head Air Bag,Passenger Air Bag Sensor,Child Safety Locks,Back-Up Camera')",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('Style_Description', 'EX-L Navi AWD CVT')",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('Ext_Color_Generic', 'Silver')",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('Int_Color_Generic', 'Gray')",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('Int_Color_Code', 'GR')",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('Int_Upholstery', '{feature')",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('Engine_Block_Type', 'I')",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('Engine_Aspiration_Type', 'Sequential MPI')",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('Engine_Description', 'Regular Unleaded I-4 1.8 L/110')",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('Transmission_Speed', 1.0)",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('Transmission_Description', '1-Speed CVT w/OD')",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('Drivetrain', 'AWD')",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('Fuel_Type', 'Gasoline Fuel')",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('CityMPG', 27.0)",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('HighwayMPG', 31.0)",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('EPAClassification', 'Small Station Wagons')",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('Wheelbase_Code', 102.8)",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('Internet_Price', 0)",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('MarketClass', 'Small Wagon')",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('PassengerCapacity', 5)",5CTG8SJWZC5HKDNLB
"('Stock', 'H254838')","('EngineDisplacementCubicInches', 110)",5CTG8SJWZC5HKDNLB
"('VIN', '5CTG8SJWZC5HKDNLB')","('Year', 2018)",5CTG8SJWZC5HKDNLB
"('VIN', '5CTG8SJWZC5HKDNLB')","('Make', 'Honda')",5CTG8SJWZC5HKDNLB
"('VIN', '5CTG8SJWZC5HKDNLB')","('Model', 'HR-V')",5CTG8SJWZC5HKDNLB
"('VIN', '5CTG8SJWZC5HKDNLB')","('Body', 'Sport Utility')",5CTG8SJWZC5HKDNLB
"('VIN', '5CTG8SJWZC5HKDNLB')","('ModelNumber', 'HOHR-VH558X')",5CTG8SJWZC5HKDNLB
"('VIN', '5CTG8SJWZC5HKDNLB')","('Doors', 4)",5CTG8SJWZC5HKDNLB
"('VIN', '5CTG8SJWZC5HKDNLB')","('ExteriorColor', 'Lunar Silver Metallic')",5CTG8SJWZC5HKDNLB
"('VIN', '5CTG8SJWZC5HKDNLB')","('InteriorColor', 'Gray')",5CTG8SJWZC5HKDNLB
"('VIN', '5CTG8SJWZC5HKDNLB')","('EngineCylinders', 4.0)",5CTG8SJWZC5HKDNLB
"('VIN', '5CTG8SJWZC5HKDNLB')","('EngineDisplacement', '1.8 L')",5CTG8SJWZC5HKDNLB
"('VIN', '5CTG8SJWZC5HKDNLB')","('Transmission', 'Variable')",5CTG8SJWZC5HKDNLB
"('VIN', '5CTG8SJWZC5HKDNLB')","('Miles', 0)",5CTG8SJWZC5HKDNLB
"('VIN', '5CTG8SJWZC5HKDNLB')","('SellingPrice', 16198)",5CTG8SJWZC5HKDNLB
"('VIN', '5CTG8SJWZC5HKDNLB')","('MSRP', 0)",5CTG8SJWZC5HKDNLB
"('VIN', '5CTG8SJWZC5HKDNLB')","('BookValue', 16198)",5CTG8SJWZC5HKDNLB
"('VIN', '5CTG8SJWZC5HKDNLB')","('Invoice', 0)",5CTG8SJWZC5HKDNLB
"('VIN', '5CTG8SJWZC5HKDNLB')","('Certified', False)",5CTG8SJWZC5HKDNLB
